amendment_id,amendment_ts,applicant_id,field_code,field_label,old_value,new_value,workstation_id,source_document,requires_cert,counter_log_ref,notes
AMD-001413,2024-12-10,WL-01570,OFFICIAL_NUM,Official Number / Registration,451637,274510,HB-COUNTER-2,owner declaration at counter,N,day log 2024-12-10,
AMD-001414,2024-12-11,WL-03890,LOA,Length Overall (LOA),51.3,49.6,HB-COUNTER-2,MC-2024-0118,Y,day log 2024-12-11,
AMD-001415,2024-12-11,WL-01664,OWNER_ADDRESS,Owner Address,"4284 Howe Tunnel, Longview, WA","432 Diana Manors, Chaldale, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2024-12-11,
AMD-001416,2024-12-13,WL-03780,OWNER_NAME,Owner Name,HOUSEBOAT,TRAWLER,HB-COUNTER-2,owner declaration at counter,N,day log 2024-12-13,
AMD-001417,2024-12-15,WL-02404,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,WOOD,HB-COUNTER-2,insurance decl page,N,day log 2024-12-15,
AMD-001418,2024-12-15,WL-01224,GROSS_TONNAGE,Gross Tonnage (GT),23.6,22.0,HB-COUNTER-2,MC-2024-0278,Y,day log 2024-12-15,
AMD-001419,2024-12-16,WL-01937,GROSS_TONNAGE,Gross Tonnage (GT),35.8,34.3,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-01-28,Y,day log 2024-12-16,
AMD-001420,2024-12-17,WL-03898,VESSEL_NAME,Vessel Name,PETREL SHORE,SANDERLING VEER,HB-COUNTER-2,bill of sale,N,day log 2024-12-17,
AMD-001421,2024-12-18,WL-03199,OWNER_ADDRESS,Owner Address,"905 Chad Common, Coos Bay, OR","4958 Lisa Islands, Tacoma, WA",HB-COUNTER-2,registration,N,day log 2024-12-18,
AMD-001422,2024-12-19,WL-02887,BEAM,Beam (Width),10.7,10.9,HB-COUNTER-2,MC-2024-0116,Y,day log 2024-12-19,
AMD-001423,2024-12-19,WL-02298,OFFICIAL_NUM,Official Number / Registration,562421,174566,HB-COUNTER-2,driver's license,N,day log 2024-12-19,
AMD-001424,2024-12-20,WL-03722,HIN,Hull Identification Number,CHD51321N474,CHD81883T716,HB-COUNTER-2,insurance decl page,N,day log 2024-12-20,
AMD-001425,2024-12-20,WL-02889,VESSEL_NAME,Vessel Name,SABLE VEER,FOUL WAKE,HB-COUNTER-2,bill of sale,N,day log 2024-12-20,
AMD-001426,2024-12-21,WL-01808,ENGINE_MAKE,Engine Make / Model,FOAM_CORE,US,HB-COUNTER-2,insurance decl page,N,day log 2024-12-21,
AMD-001427,2024-12-22,WL-03470,LOA,Length Overall (LOA),37.0,36.4,HB-COUNTER-2,MC-2024-0864,Y,day log 2024-12-22,
AMD-001428,2024-12-23,WL-02077,YEAR_BUILT,Year Built,1994,1994,HB-COUNTER-2,bill of sale,N,day log 2024-12-23,
AMD-001429,2024-12-23,WL-03106,VESSEL_NAME,Vessel Name,FOUL WIND,MURRE RUNNER,HB-COUNTER-2,driver's license,N,day log 2024-12-23,
AMD-001430,2024-12-24,WL-03335,LOA,Length Overall (LOA),54.8,52.0,HB-COUNTER-2,MC-2024-0969,Y,day log 2024-12-24,
AMD-001431,2024-12-25,WL-01039,GROSS_TONNAGE,Gross Tonnage (GT),11.0,10.7,HB-COUNTER-2,MC-2024-0792,Y,day log 2024-12-25,
AMD-001432,2024-12-26,WL-03183,HULL_MATERIAL,Hull Material,POWER_STERNDRIVE,CRUISER,HB-COUNTER-2,registration,N,day log 2024-12-26,
AMD-001433,2024-12-26,WL-02212,PROPULSION_TYPE,Propulsion Type,FOAM_CORE,POWER_INBOARD,HB-COUNTER-2,bill of sale,N,day log 2024-12-26,
AMD-001434,2024-12-27,WL-03183,ENGINE_MAKE,Engine Make / Model,STEEL,CA,HB-COUNTER-2,insurance decl page,N,day log 2024-12-27,
AMD-001435,2024-12-28,WL-02715,ENGINE_HP,Engine Horsepower,85,330,HB-COUNTER-2,bill of sale,N,day log 2024-12-28,
AMD-001436,2024-12-29,WL-03467,ENGINE_HP,Engine Horsepower,110,110,HB-COUNTER-2,owner declaration at counter,N,day log 2024-12-29,
AMD-001437,2024-12-31,WL-01342,NET_TONNAGE,Net Tonnage (NT),13.6,12.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-02-22,Y,day log 2024-12-31,
AMD-001438,2024-12-31,WL-01914,DRAFT,Draft (Depth),4.1,3.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-12-05,Y,day log 2024-12-31,
AMD-001439,2025-01-02,WL-01802,HIN,Hull Identification Number,CHD80957K378,CHD77669U334,HB-COUNTER-2,insurance decl page,N,day log 2025-01-02,
AMD-001440,2025-01-03,WL-01130,GROSS_TONNAGE,Gross Tonnage (GT),26.2,27.9,HB-COUNTER-2,MC-2025-0547,Y,day log 2025-01-03,
AMD-001441,2025-01-05,WL-01879,VESSEL_NAME,Vessel Name,CORMORANT ROSE,GRAY ANN,HB-COUNTER-2,bill of sale,N,day log 2025-01-05,
AMD-001442,2025-01-07,WL-01433,NET_TONNAGE,Net Tonnage (NT),9.1,7.8,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-01-11,Y,day log 2025-01-07,
AMD-001443,2025-01-08,WL-01076,NET_TONNAGE,Net Tonnage (NT),12.0,10.6,HB-COUNTER-2,MC-2025-0899,Y,day log 2025-01-08,
AMD-001444,2025-01-09,WL-02327,LOA,Length Overall (LOA),26.7,25.0,HB-COUNTER-2,MC-2025-0967,Y,day log 2025-01-09,
AMD-001445,2025-01-09,WL-01338,HIN,Hull Identification Number,CHD13564Q161,CHD36253U615,HB-COUNTER-2,driver's license,N,day log 2025-01-09,
AMD-001446,2025-01-10,WL-03297,HULL_MATERIAL,Hull Material,FIBERGLASS,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2025-01-10,
AMD-001447,2025-01-10,WL-01431,YEAR_BUILT,Year Built,2012,2012,HB-COUNTER-2,insurance decl page,N,day log 2025-01-10,
AMD-001448,2025-01-12,WL-02174,YEAR_BUILT,Year Built,1990,1990,HB-COUNTER-2,owner declaration at counter,N,day log 2025-01-12,
AMD-001449,2025-01-13,WL-01855,LOA,Length Overall (LOA),31.7,34.4,HB-COUNTER-2,MC-2025-0216,Y,day log 2025-01-13,
AMD-001450,2025-01-13,WL-01062,NET_TONNAGE,Net Tonnage (NT),18.1,20.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-11,Y,day log 2025-01-13,
AMD-001451,2025-01-13,WL-01441,VESSEL_NAME,Vessel Name,SCOTER ROCK,DRIFT GLIDE,HB-COUNTER-2,bill of sale,N,day log 2025-01-13,
AMD-001452,2025-01-13,WL-01598,OFFICIAL_NUM,Official Number / Registration,271015,198933,HB-COUNTER-2,,N,day log 2025-01-13,
AMD-001453,2025-01-14,WL-03650,LOA,Length Overall (LOA),49.2,47.5,HB-COUNTER-2,,Y,day log 2025-01-14,
AMD-001454,2025-01-15,WL-03209,FLAG,Flag State,FIBERGLASS,US,HB-COUNTER-2,,N,day log 2025-01-15,
AMD-001455,2025-01-15,WL-01513,OWNER_NAME,Owner Name,CRUISER,POWER_STERNDRIVE,HB-COUNTER-2,owner declaration at counter,N,day log 2025-01-15,
AMD-001456,2025-01-15,WL-02817,NET_TONNAGE,Net Tonnage (NT),16.8,18.1,HB-COUNTER-2,MC-2025-0246,Y,day log 2025-01-15,
AMD-001457,2025-01-15,WL-01956,VESSEL_NAME,Vessel Name,SEAL REACH,SALISH SHORE,HB-COUNTER-2,,N,day log 2025-01-15,
AMD-001458,2025-01-16,WL-01592,GROSS_TONNAGE,Gross Tonnage (GT),36.3,36.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-04-05,Y,day log 2025-01-16,
AMD-001459,2025-01-17,WL-01464,OFFICIAL_NUM,Official Number / Registration,894170,848922,HB-COUNTER-2,owner declaration at counter,N,day log 2025-01-17,
AMD-001460,2025-01-17,WL-02180,LOA,Length Overall (LOA),22.6,24.1,HB-COUNTER-2,MC-2025-0415,Y,day log 2025-01-17,
AMD-001461,2025-01-18,WL-01088,FLAG,Flag State,POWER_OUTBOARD,CA,HB-COUNTER-2,driver's license,N,day log 2025-01-18,
AMD-001462,2025-01-19,WL-01835,GROSS_TONNAGE,Gross Tonnage (GT),21.0,22.7,HB-COUNTER-2,MC-2025-0248,Y,day log 2025-01-19,
AMD-001463,2025-01-20,WL-03754,FLAG,Flag State,ALUMINUM,WOOD,HB-COUNTER-2,driver's license,N,day log 2025-01-20,
AMD-001464,2025-01-21,WL-02598,HULL_MATERIAL,Hull Material,SAIL_MONO,FIBERGLASS,HB-COUNTER-2,insurance decl page,N,day log 2025-01-21,
AMD-001465,2025-01-21,WL-02391,DRAFT,Draft (Depth),6.4,6.7,HB-COUNTER-2,MC-2025-0357,Y,day log 2025-01-21,
AMD-001466,2025-01-21,WL-03888,NET_TONNAGE,Net Tonnage (NT),10.6,11.5,HB-COUNTER-2,MC-2025-0514,Y,day log 2025-01-21,
AMD-001467,2025-01-22,WL-02858,DRAFT,Draft (Depth),4.1,4.6,HB-COUNTER-2,MC-2025-0852,Y,day log 2025-01-22,
AMD-001468,2025-01-23,WL-02459,LOA,Length Overall (LOA),24.1,21.5,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-12-04,Y,day log 2025-01-23,
AMD-001469,2025-01-23,WL-01356,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,CRUISER,HB-COUNTER-2,driver's license,N,day log 2025-01-23,
AMD-001470,2025-01-23,WL-02861,VESSEL_NAME,Vessel Name,COHO REACH,SABLE VEER,HB-COUNTER-2,,N,day log 2025-01-23,
AMD-001471,2025-01-24,WL-02706,ENGINE_HP,Engine Horsepower,250,250,HB-COUNTER-2,bill of sale,N,day log 2025-01-24,
AMD-001472,2025-01-25,WL-03585,HIN,Hull Identification Number,CHD91654E674,CHD50360P719,HB-COUNTER-2,registration,N,day log 2025-01-25,
AMD-001473,2025-01-25,WL-03574,OWNER_ADDRESS,Owner Address,"669 Christian Square, Seattle, WA","5720 Martinez Dale, Aberdeen, WA",HB-COUNTER-2,bill of sale,N,day log 2025-01-25,
AMD-001474,2025-01-25,WL-02128,GROSS_TONNAGE,Gross Tonnage (GT),27.8,29.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-01-07,Y,day log 2025-01-25,
AMD-001475,2025-01-25,WL-02247,OFFICIAL_NUM,Official Number / Registration,488997,174779,HB-COUNTER-2,driver's license,N,day log 2025-01-25,
AMD-001476,2025-01-27,WL-02793,ENGINE_MAKE,Engine Make / Model,FOAM_CORE,SAIL_MULTI,HB-COUNTER-2,owner declaration at counter,N,day log 2025-01-27,
AMD-001477,2025-01-28,WL-02170,VESSEL_TYPE,Vessel Type,POWER_INBOARD,CA,HB-COUNTER-2,insurance decl page,N,day log 2025-01-28,
AMD-001478,2025-01-28,WL-01245,NET_TONNAGE,Net Tonnage (NT),13.6,13.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-05-08,Y,day log 2025-01-28,
AMD-001479,2025-01-29,WL-03322,OFFICIAL_NUM,Official Number / Registration,368537,707819,HB-COUNTER-2,,N,day log 2025-01-29,
AMD-001480,2025-01-30,WL-03228,HULL_MATERIAL,Hull Material,COMMERCIAL_FISH,CA,HB-COUNTER-2,bill of sale,N,day log 2025-01-30,
AMD-001481,2025-01-30,WL-02143,LOA,Length Overall (LOA),49.6,48.4,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-10-22,Y,day log 2025-01-30,
AMD-001482,2025-01-31,WL-03181,ENGINE_HP,Engine Horsepower,150,150,HB-COUNTER-2,bill of sale,N,day log 2025-01-31,
AMD-001483,2025-02-01,WL-01143,OWNER_ADDRESS,Owner Address,"8684 Curry Plaza, Aberdeen, WA","2631 Evans Wall, Longview, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-01,
AMD-001484,2025-02-02,WL-02882,HIN,Hull Identification Number,CHD48582U764,CHD10484L437,HB-COUNTER-2,driver's license,N,day log 2025-02-02,
AMD-001485,2025-02-05,WL-03112,BUILD_LOCATION,Build Location / Yard,CRUISER,SPORTFISH,HB-COUNTER-2,registration,N,day log 2025-02-05,
AMD-001486,2025-02-06,WL-02534,VESSEL_TYPE,Vessel Type,FIBERGLASS,ELECTRIC,HB-COUNTER-2,driver's license,N,day log 2025-02-06,
AMD-001487,2025-02-06,WL-01051,ENGINE_MAKE,Engine Make / Model,CA,SAIL_MONO,HB-COUNTER-2,bill of sale,N,day log 2025-02-06,
AMD-001488,2025-02-06,WL-01653,HIN,Hull Identification Number,CHD90321M191,CHD60066E697,HB-COUNTER-2,registration,N,day log 2025-02-06,
AMD-001489,2025-02-06,WL-03817,NET_TONNAGE,Net Tonnage (NT),10.7,10.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2022-09-17,Y,day log 2025-02-06,
AMD-001490,2025-02-06,WL-01636,VESSEL_NAME,Vessel Name,TIDE PASSAGE,PINTAIL WAKE,HB-COUNTER-2,insurance decl page,N,day log 2025-02-06,
AMD-001491,2025-02-07,WL-03026,ENGINE_HP,Engine Horsepower,210,210,HB-COUNTER-2,,N,day log 2025-02-07,
AMD-001492,2025-02-07,WL-01475,NET_TONNAGE,Net Tonnage (NT),13.9,12.8,HB-COUNTER-2,MC-2025-0283,Y,day log 2025-02-07,
AMD-001493,2025-02-08,WL-03773,NET_TONNAGE,Net Tonnage (NT),31.4,30.4,HB-COUNTER-2,MC-2025-0928,Y,day log 2025-02-08,
AMD-001494,2025-02-09,WL-02946,VESSEL_NAME,Vessel Name,SALISH RUNNER,SPINDRIFT DANCER,HB-COUNTER-2,bill of sale,N,day log 2025-02-09,
AMD-001495,2025-02-09,WL-01007,OFFICIAL_NUM,Official Number / Registration,738122,774968,HB-COUNTER-2,insurance decl page,N,day log 2025-02-09,
AMD-001496,2025-02-09,WL-02983,DRAFT,Draft (Depth),2.3,2.0,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-10-30,Y,day log 2025-02-09,
AMD-001497,2025-02-10,WL-01365,VESSEL_NAME,Vessel Name,WIDGEON HARBOR,OSPREY HARBOR,HB-COUNTER-2,insurance decl page,N,day log 2025-02-10,
AMD-001498,2025-02-10,WL-01511,DRAFT,Draft (Depth),3.7,3.7,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-02-23,Y,day log 2025-02-10,
AMD-001499,2025-02-11,WL-03155,ENGINE_HP,Engine Horsepower,85,210,HB-COUNTER-2,registration,N,day log 2025-02-11,
AMD-001500,2025-02-11,WL-01770,VESSEL_TYPE,Vessel Type,CRUISER,SPORTFISH,HB-COUNTER-2,registration,N,day log 2025-02-11,
AMD-001501,2025-02-11,WL-02002,OWNER_ADDRESS,Owner Address,"8207 Wolfe Estate, Aberdeen, WA","1712 Huang Terrace, Everett, WA",HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-11,
AMD-001502,2025-02-12,WL-03787,FLAG,Flag State,POWER_STERNDRIVE,POWER_STERNDRIVE,HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-12,
AMD-001503,2025-02-13,WL-01074,OFFICIAL_NUM,Official Number / Registration,960230,231690,HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-13,
AMD-001504,2025-02-13,WL-03823,NET_TONNAGE,Net Tonnage (NT),34.5,34.4,HB-COUNTER-2,MC-2025-0596,Y,day log 2025-02-13,
AMD-001505,2025-02-13,WL-01418,OFFICIAL_NUM,Official Number / Registration,625485,779340,HB-COUNTER-2,driver's license,N,day log 2025-02-13,
AMD-001506,2025-02-15,WL-03143,HIN,Hull Identification Number,CHD70947R894,CHD17266G952,HB-COUNTER-2,insurance decl page,N,day log 2025-02-15,
AMD-001507,2025-02-15,WL-01373,NET_TONNAGE,Net Tonnage (NT),23.6,24.6,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2023-01-16,Y,day log 2025-02-15,
AMD-001508,2025-02-16,WL-03517,DRAFT,Draft (Depth),3.1,3.0,HB-COUNTER-2,MC-2025-0485,Y,day log 2025-02-16,
AMD-001509,2025-02-17,WL-01248,NET_TONNAGE,Net Tonnage (NT),26.3,27.9,HB-COUNTER-2,MC-2025-0415,Y,day log 2025-02-17,
AMD-001510,2025-02-17,WL-01955,OWNER_ADDRESS,Owner Address,"5819 Amber Extensions, Port Angeles, WA","128 Cynthia Roads, Olympia, WA",HB-COUNTER-2,bill of sale,N,day log 2025-02-17,
AMD-001511,2025-02-18,WL-01357,OWNER_NAME,Owner Name,POWER_OUTBOARD,CA,HB-COUNTER-2,driver's license,N,day log 2025-02-18,
AMD-001512,2025-02-18,WL-02041,OWNER_ADDRESS,Owner Address,"831 Teresa Creek, Coos Bay, OR","9309 Katelyn Union, Chaldale, WA",HB-COUNTER-2,insurance decl page,N,day log 2025-02-18,
AMD-001513,2025-02-18,WL-03679,ENGINE_HP,Engine Horsepower,375,375,HB-COUNTER-2,insurance decl page,N,day log 2025-02-18,
AMD-001514,2025-02-19,WL-01176,YEAR_BUILT,Year Built,1993,1993,HB-COUNTER-2,bill of sale,N,day log 2025-02-19,
AMD-001515,2025-02-20,WL-01279,NET_TONNAGE,Net Tonnage (NT),22.3,22.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-02-10,Y,day log 2025-02-20,
AMD-001516,2025-02-20,WL-02885,OWNER_NAME,Owner Name,FOAM_CORE,FOAM_CORE,HB-COUNTER-2,,N,day log 2025-02-20,
AMD-001517,2025-02-21,WL-01171,ENGINE_HP,Engine Horsepower,85,330,HB-COUNTER-2,driver's license,N,day log 2025-02-21,
AMD-001518,2025-02-21,WL-01753,ENGINE_MAKE,Engine Make / Model,FIBERGLASS,POWER_OUTBOARD,HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-21,
AMD-001519,2025-02-22,WL-02035,LOA,Length Overall (LOA),31.1,29.6,HB-COUNTER-2,MC-2025-0618,Y,day log 2025-02-22,
AMD-001520,2025-02-22,WL-02974,OFFICIAL_NUM,Official Number / Registration,432732,311938,HB-COUNTER-2,,N,day log 2025-02-22,
AMD-001521,2025-02-23,WL-01693,FLAG,Flag State,FIBERGLASS,CRUISER,HB-COUNTER-2,driver's license,N,day log 2025-02-23,
AMD-001522,2025-02-24,WL-01386,PROPULSION_TYPE,Propulsion Type,US,CRUISER,HB-COUNTER-2,owner declaration at counter,N,day log 2025-02-24,
AMD-001523,2025-02-26,WL-02456,BEAM,Beam (Width),13.0,13.8,HB-COUNTER-2,MC-2025-0308,Y,day log 2025-02-26,
AMD-001524,2025-02-26,WL-01837,FLAG,Flag State,SAIL_MONO,FOAM_CORE,HB-COUNTER-2,insurance decl page,N,day log 2025-02-26,
AMD-001525,2025-02-28,WL-01612,LOA,Length Overall (LOA),29.6,27.6,HB-COUNTER-2,MC-2025-0220,Y,day log 2025-02-28,
AMD-001526,2025-03-02,WL-01922,GROSS_TONNAGE,Gross Tonnage (GT),13.6,12.8,HB-COUNTER-2,MC-2025-0710,Y,day log 2025-03-02,
AMD-001527,2025-03-02,WL-03583,FLAG,Flag State,ALUMINUM,POWER_STERNDRIVE,HB-COUNTER-2,bill of sale,N,day log 2025-03-02,
AMD-001528,2025-03-03,WL-03577,GROSS_TONNAGE,Gross Tonnage (GT),39.2,39.2,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2024-04-14,Y,day log 2025-03-03,
AMD-001529,2025-03-03,WL-02611,HULL_MATERIAL,Hull Material,SPORTFISH,SAIL_MULTI,HB-COUNTER-2,,N,day log 2025-03-03,
AMD-001530,2025-03-04,WL-02095,FLAG,Flag State,SAIL_MULTI,FOAM_CORE,HB-COUNTER-2,owner declaration at counter,N,day log 2025-03-04,
AMD-001531,2025-03-07,WL-01533,OWNER_NAME,Owner Name,CRUISER,CRUISER,HB-COUNTER-2,,N,day log 2025-03-07,
AMD-001532,2025-03-07,WL-02718,FLAG,Flag State,SAIL_MONO,FIBERGLASS,HB-COUNTER-2,driver's license,N,day log 2025-03-07,
AMD-001533,2025-03-07,WL-02075,VESSEL_TYPE,Vessel Type,SAIL_MULTI,FOAM_CORE,HB-COUNTER-2,,N,day log 2025-03-07,
AMD-001534,2025-03-08,WL-02828,ENGINE_MAKE,Engine Make / Model,CRUISER,COMMERCIAL_FISH,HB-COUNTER-2,,N,day log 2025-03-08,
AMD-001535,2025-03-09,WL-02431,LOA,Length Overall (LOA),26.7,29.1,HB-COUNTER-2,Foldview Marine Services haul-out sheet 2025-01-27,Y,day log 2025-03-09,
AMD-001536,2025-03-10,WL-02722,VESSEL_NAME,Vessel Name,WIDGEON QUEEN,PINTAIL WEATHER,HB-COUNTER-2,bill of sale,N,day log 2025-03-10,
AMD-001537,2025-03-10,WL-03806,VESSEL_NAME,Vessel Name,SPINDRIFT WAKE,OSPREY LINE,HB-COUNTER-2,insurance decl page,N,day log 2025-03-10,
AMD-001538,2025-03-10,WL-03305,OWNER_NAME,Owner Name,FOAM_CORE,HOUSEBOAT,HB-COUNTER-2,registration,N,day log 2025-03-10,
AMD-001539,2025-03-11,WL-01395,HIN,Hull Identification Number,CHD78558Y838,CHD32096E971,HB-COUNTER-2,insurance decl page,N,day log 2025-03-11,
AMD-001540,2025-03-11,WL-01471,HULL_MATERIAL,Hull Material,ELECTRIC,CA,HB-COUNTER-2,registration,N,day log 2025-03-11,
AMD-001541,2025-03-11,WL-01879,YEAR_BUILT,Year Built,2015,2015,HB-COUNTER-2,insurance decl page,N,day log 2025-03-11,
AMD-001542,2025-03-12,WL-03388,BEAM,Beam (Width),10.5,10.2,HB-COUNTER-2,MC-2025-0800,Y,day log 2025-03-12,
AMD-001543,2025-03-13,WL-02995,BUILD_LOCATION,Build Location / Yard,STEEL,TRAWLER,HB-COUNTER-2,driver's license,N,day log 2025-03-13,
AMD-001544,2025-03-14,WL-02988,HIN,Hull Identification Number,CHD48291K227,CHD48291K272,HB-COUNTER-2,registration,N,day log 2025-03-14,
AMD-001545,2025-03-15,WL-02150,LOA,Length Overall (LOA),33.7,36.3,HB-COUNTER-2,MC-2025-0576,Y,day log 2025-03-15,
AMD-001546,2025-03-19,WL-03564,OWNER_ADDRESS,Owner Address,"1416 Andrew Crest, Tacoma, WA","6740 Stone Knolls, Port Angeles, WA",HB-COUNTER-2,driver's license,N,day log 2025-03-19,
AMD-001547,2025-03-19,WL-03838,YEAR_BUILT,Year Built,2006,2006,HB-COUNTER-2,owner declaration at counter,N,day log 2025-03-19,
AMD-001548,2025-03-19,WL-03579,HIN,Hull Identification Number,CHD55972F268,CHD62903N815,HB-COUNTER-2,driver's license,N,day log 2025-03-19,
AMD-001549,2025-03-20,WL-01362,YEAR_BUILT,Year Built,1975,1975,HB-COUNTER-2,,N,day log 2025-03-20,
AMD-001550,2025-03-20,WL-03181,FLAG,Flag State,FIBERGLASS,SAIL_MULTI,HB-COUNTER-2,bill of sale,N,day log 2025-03-20,
AMD-001551,2025-03-20,WL-02078,OWNER_ADDRESS,Owner Address,"6040 Julie Union, Olympia, WA","7531 Compton Square, Aberdeen, WA",HB-COUNTER-2,,N,day log 2025-03-20,
AMD-001552,2025-03-21,WL-03362,BUILD_LOCATION,Build Location / Yard,CA,POWER_INBOARD,HB-COUNTER-2,,N,day log 2025-03-21,
AMD-001553,2025-03-22,WL-02512,OFFICIAL_NUM,Official Number / Registration,998353,401499,HB-COUNTER-2,driver's license,N,day log 2025-03-22,
AMD-001554,2025-03-24,WL-02770,HIN,Hull Identification Number,CHD27815H129,CHD49597G384,HB-COUNTER-2,owner declaration at counter,N,day log 2025-03-24,
AMD-001555,2025-03-25,WL-03297,OFFICIAL_NUM,Official Number / Registration,161470,490869,HB-COUNTER-2,insurance decl page,N,day log 2025-03-25,
AMD-001556,2025-03-25,WL-01274,BUILD_LOCATION,Build Location / Yard,ALUMINUM,STEEL,HB-COUNTER-2,owner declaration at counter,N,day log 2025-03-25,
AMD-001557,2025-03-26,WL-01173,LOA,Length Overall (LOA),20.5,20.8,HB-COUNTER-2,MC-2025-0745,Y,day log 2025-03-26,
AMD-001558,2025-03-26,WL-03574,YEAR_BUILT,Year Built,1999,1999,HB-COUNTER-2,,N,day log 2025-03-26,
AMD-001559,2025-03-27,WL-01239,OWNER_NAME,Owner Name,CRUISER,STEEL,HB-COUNTER-2,bill of sale,N,day log 2025-03-27,
AMD-001560,2025-03-28,WL-02937,BUILD_LOCATION,Build Location / Yard,FIBERGLASS,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2025-03-28,
AMD-001561,2025-03-28,WL-02221,NET_TONNAGE,Net Tonnage (NT),15.0,13.0,HB-COUNTER-2,MC-2025-0797,Y,day log 2025-03-28,
AMD-001562,2025-03-29,WL-01270,VESSEL_TYPE,Vessel Type,SPORTFISH,POWER_STERNDRIVE,HB-COUNTER-2,insurance decl page,N,day log 2025-03-29,
AMD-001563,2025-03-29,WL-01350,LOA,Length Overall (LOA),38.0,38.8,HB-COUNTER-2,MC-2025-0538,Y,day log 2025-03-29,
AMD-001564,2025-03-30,WL-02080,HULL_MATERIAL,Hull Material,CRUISER,POWER_INBOARD,HB-COUNTER-2,registration,N,day log 2025-03-30,
AMD-001565,2025-03-30,WL-01349,LOA,Length Overall (LOA),32.9,32.4,HB-COUNTER-2,MC-2025-0226,Y,day log 2025-03-30,
AMD-001566,2025-03-30,WL-01816,VESSEL_NAME,Vessel Name,SPINDRIFT PASSAGE,HERON MIST,HB-COUNTER-2,bill of sale,N,day log 2025-03-30,
AMD-001567,2025-03-31,WL-02130,HIN,Hull Identification Number,CHD65730G103,CHD58581C184,HB-COUNTER-2,insurance decl page,N,day log 2025-03-31,
AMD-001568,2025-03-31,WL-03245,LOA,Length Overall (LOA),33.0,32.2,HB-COUNTER-2,MC-2025-0526,Y,day log 2025-03-31,
AMD-001569,2025-03-31,WL-03042,HULL_MATERIAL,Hull Material,POWER_STERNDRIVE,SAIL_MONO,HB-COUNTER-2,,N,day log 2025-03-31,
AMD-001570,2025-04-01,WL-02799,LOA,Length Overall (LOA),48.5,46.4,HB-COUNTER-2,MC-2025-0900,Y,day log 2025-04-01,
AMD-001571,2025-04-01,WL-01034,VESSEL_TYPE,Vessel Type,SAIL_MONO,SAIL_MONO,HB-COUNTER-2,,N,day log 2025-04-01,
AMD-001572,2025-04-03,WL-03728,DRAFT,Draft (Depth),6.3,6.4,HB-COUNTER-2,MC-2025-0205,Y,day log 2025-04-03,
AMD-001573,2025-04-03,WL-02192,ENGINE_HP,Engine Horsepower,330,330,HB-COUNTER-2,,N,day log 2025-04-03,
AMD-001574,2025-04-05,WL-02600,PROPULSION_TYPE,Propulsion Type,SAIL_MONO,FIBERGLASS,HB-COUNTER-2,bill of sale,N,day log 2025-04-05,
AMD-001575,2025-04-06,WL-01552,BEAM,Beam (Width),11.5,11.5,HB-COUNTER-2,MC-2025-0554,Y,day log 2025-04-06,
AMD-001576,2025-04-09,WL-01489,VESSEL_TYPE,Vessel Type,ALUMINUM,POWER_STERNDRIVE,HB-COUNTER-2,registration,N,day log 2025-04-09,
AMD-001577,2025-04-09,WL-03646,LOA,Length Overall (LOA),28.0,28.8,HB-COUNTER-2,MC-2025-0799,Y,day log 2025-04-09,
AMD-001578,2025-04-09,WL-02879,GROSS_TONNAGE,Gross Tonnage (GT),26.1,26.0,HB-COUNTER-2,MC-2025-0903,Y,day log 2025-04-09,
AMD-001579,2025-04-10,WL-01716,VESSEL_NAME,Vessel Name,TIDE WIND,HERON GLIDE,HB-COUNTER-2,bill of sale,N,day log 2025-04-10,
AMD-001580,2025-04-12,WL-01914,HIN,Hull Identification Number,CHD92857F471,CHD16541I336,HB-COUNTER-2,driver's license,N,day log 2025-04-12,
